"id","condition","rcheck.symbolic1","rcheck.symbolic2","mcheck1","mcheck2","Q23_1","Q23_2","Q23_3","Q23_4","Q23_5","Q23_6","Q23_7","Q23_8","Q23_9","Q23_10","Q23_11","Q23_12","Q23_13","phs.anger1","phs.contempt1","phs.disgust1","phs.anger4","phs.anger2","phs.contempt2","phs.disgust2","phs.contempt4","phs.attcheck","phs.anger3","phs.contempt3","phs.disgust3","phs.disgust4","ths.int1","ths.pss1","ths.com1","ths.int2","ths.pss2","ths.com2","ths.int3","ths.pss3","ths.com3","ths.int4","ths.pss4","ths.com4","ths.int5","ths.pss5","ths.com5","ths.attcheck","ths.int6","ths.pss6","ths.com6","ths.int7","ths.pss7","ths.com7","ths.int8","ths.pss8","ths.com8","ths.int9","ths.pss9","ths.com9","ths.int10","ths.com10","hate_item","voodoo1","voodoo2","voodoo3","voodoo4","voodoo5","voodoo6","voodoo7","voodoo8","voodoo9","voodoo10","voodoo1 - 0&1","voodoo2 - 0&1","voodoo3 - 0&1","voodoo4 - 0&1","voodoo5 - 0&1","voodoo6 - 0&1","voodoo7 - 0&1","voodoo8 - 0&1","voodoo9 - 0&1","voodoo10 - 0&1","tangram.check","tangram.videocheck","tangram.easy.1","tangram.easy.2","tangram.easy.3","tangram.easy.4","tangram.easy.5","tangram.easy.6","tangram.easy.7","tangram.easy.8","tangram.easy.9","tangram.easy.10","tanrgam.medium.1","tanrgam.medium.2","tanrgam.medium.3","tanrgam.medium.4","tanrgam.medium.5","tanrgam.medium.6","tanrgam.medium.7","tanrgam.medium.8","tanrgam.medium.9","tanrgam.medium.10","tanrgam.hard.1","tanrgam.hard.2","tanrgam.hard.3","tanrgam.hard.4","tanrgam.hard.5","tanrgam.hard.6","tanrgam.hard.7","tanrgam.hard.8","tanrgam.hard.9","tanrgam.hard.10","tangram.easy.1 - 0&1","tangram.easy.2 - 0&1","tangram.easy.3 - 0&1","tangram.easy.4 - 0&1","tangram.easy.5 - 0&1","tangram.easy.6 - 0&1","tangram.easy.7 - 0&1","tangram.easy.8 - 0&1","tangram.easy.9 - 0&1","tangram.easy.10 - 0&1","tanrgam.medium.1 - 0&1","tanrgam.medium.2 - 0&1","tanrgam.medium.3 - 0&1","tanrgam.medium.4 - 0&1","tanrgam.medium.5 - 0&1","tanrgam.medium.6 - 0&1","tanrgam.medium.7 - 0&1","tanrgam.medium.8 - 0&1","tanrgam.medium.9 - 0&1","tanrgam.medium.10 - 0&1","tanrgam.hard.1 - 0&1","tanrgam.hard.2 - 0&1","tanrgam.hard.3 - 0&1","tanrgam.hard.4 - 0&1","tanrgam.hard.5 - 0&1","tanrgam.hard.6 - 0&1","tanrgam.hard.7 - 0&1","tanrgam.hard.8 - 0&1","tanrgam.hard.9 - 0&1","tanrgam.hard.10 - 0&1","rcheck.realistic1","rcheck.realistic2","rcheck.control1","rcheck.control2","sex","age","education","ocupation","religiosity","political.orientation","political.orientation.prog","political.orientation.econ","political.orientation.soc","political.orientation.safe","truthfulness"
349,"realistic",,,1,1,24,24,24,28,24,24,24,30,24,24,24,24,30,1,1,1,7,1,1,1,6,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,,,,,,,1,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,,,2,24.0,3,1,-1.0,-0.39,-0.35,-0.45,-0.46,-0.66,5
350,"control",,,1,1,24,24,24,30,24,24,24,30,24,24,24,24,30,1,1,1,6,1,1,1,6,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,2,43.0,4,1,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,5
351,"symbolic",1,1,2,4,24,24,27,29,24,24,26,24,24,24,25,25,29,1,1,5,2,1,1,4,1,1,1,3,3,2,3,1,2,5,2,2,4,2,2,4,3,2,4,1,1,1,4,1,2,4,2,1,6,1,2,5,2,2,4,2,4,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,1,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,,,,,2,53.0,4,7,-1.0,-0.9,-0.9,-0.6,-1.0,-1.0,5
352,"symbolic",1,1,1,6,29,26,25,26,24,24,27,29,24,24,26,26,24,2,4,3,4,1,1,5,2,1,1,4,4,1,5,1,4,7,2,3,4,5,5,6,5,5,7,1,4,1,4,1,7,7,4,3,7,1,4,7,1,5,7,6,3,126.0,195.0,116.0,174.0,158.0,,,,,,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,,1,1,1,,1,1,,,,,,,,1,,,,,,,,,,,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,2,63.0,4,1,-1.0,-0.85,-0.59,-0.82,-0.84,-0.71,5
353,"symbolic",1,1,5,5,26,26,27,25,25,27,27,26,24,26,26,25,29,4,4,5,3,3,5,5,4,1,4,4,3,2,3,3,4,5,5,5,5,4,4,4,5,4,4,5,5,1,4,6,5,5,6,3,5,4,4,6,5,4,4,6,4,145.0,145.0,,,,,,,,,1,1,0,0,0,0,0,0,0,0,1,1,1,,1,1,,,1,1,,1,1,1,,1,,,1,1,,,,,,,,,,,,,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,61.0,4,1,-0.5,0.91,0.93,0.97,0.93,1.0,5
354,"symbolic",1,1,1,1,24,24,24,26,24,24,29,26,24,24,24,24,26,1,1,1,4,1,1,2,4,1,1,1,1,4,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,1,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,2,26.0,4,7,-1.0,-0.55,-0.55,-0.8,-0.7,0.0,5
355,"realistic",,,2,1,24,24,24,27,24,24,24,26,24,24,24,24,26,1,1,1,5,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,1,,,,1,,1,,1,,1,,,1,1,,,1,,,1,,,1,,1,,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,,,2,24.0,3,4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5
356,"realistic",,,2,2,24,24,24,30,24,24,24,26,24,24,29,24,30,1,1,1,6,1,1,1,4,1,1,2,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,66.0,5,7,0.3,0.4,0.45,0.5,-0.1,0.25,5
357,"symbolic",1,1,2,1,26,29,26,24,24,26,29,29,24,25,25,27,24,4,2,4,1,1,4,2,2,1,3,3,5,1,5,1,6,5,3,2,6,4,3,5,5,4,5,3,5,1,4,4,6,6,4,4,5,4,5,6,5,3,4,5,6,97.0,197.0,161.0,148.0,124.0,73.0,133.0,158.0,108.0,137.0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,1,,1,,1,,,,,1,,,1,1,,1,,,,,1,,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,,,,,2,47.0,3,4,-0.35,-0.35,-0.07,-0.69,-0.68,-0.68,5
358,"realistic",,,3,3,24,29,26,29,24,24,26,26,24,24,26,29,24,1,2,4,2,1,1,4,4,1,1,4,2,1,1,1,1,2,2,2,4,4,4,3,2,2,4,1,2,1,2,2,4,3,2,1,6,1,4,4,1,2,2,2,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,2,45.0,5,2,-1.0,0.5,0.5,0.5,0.5,0.3,5
359,"control",,,1,1,29,29,29,26,29,29,29,26,24,29,29,29,26,2,2,2,4,2,2,2,4,1,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,4,2,2,2,2,2,2,2,2,2,2,2,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,1,1,1,38.0,3,4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5
360,"symbolic",1,1,1,1,24,24,24,30,24,24,29,30,24,24,24,24,30,1,1,1,6,1,1,2,6,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,235.0,113.0,137.0,146.0,,,,,,,1,1,1,1,0,0,0,0,0,0,1,1,1,1,,1,1,1,,,1,1,,1,,,,,,1,,,1,,,,,,,,,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,,,,,1,41.0,3,1,0.75,-1.0,-1.0,-1.0,-1.0,-1.0,5
361,"realistic",,,1,1,24,24,24,30,24,24,24,27,24,24,24,24,27,1,1,1,6,1,1,1,5,1,1,1,1,5,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,1,,,,,1,,1,,1,,1,,1,,,1,,,,,,1,,,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,,,1,77.0,3,7,-1.0,-0.17,-0.14,0.16,-0.24,0.13,5
362,"realistic",,,6,3,29,29,29,27,29,29,29,26,24,29,29,29,26,2,2,2,5,2,2,2,4,1,2,2,2,4,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,3,2,2,2,2,2,2,4,2,2,2,4,4,233.0,223.0,,,,,,,,,1,1,0,0,0,0,0,0,0,0,1,1,,,,1,,1,,,1,1,,1,,,1,1,,,1,,,,1,,,1,,1,,,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,,,2,48.0,5,2,-0.72,-0.17,0.35,-0.25,-0.11,-0.18,5
363,"realistic",,,4,1,29,24,29,27,24,29,26,27,24,29,29,29,25,2,1,2,5,1,2,4,5,1,2,2,2,3,2,1,3,5,3,2,5,3,2,3,2,2,3,1,2,1,2,2,3,3,3,2,5,2,2,5,2,2,2,3,2,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,1,,,,1,,1,1,1,,,,1,,1,,,,,,1,,,1,1,1,,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,,,2,23.0,4,1,-0.32,-0.19,-0.29,0.34,-0.2,-0.16,5
364,"realistic",,,7,4,29,29,29,26,29,29,29,26,24,29,29,29,26,2,2,2,4,2,2,2,4,1,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,2,51.0,4,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5
365,"symbolic",1,1,1,1,24,24,24,28,24,24,24,27,24,24,24,24,30,1,1,1,7,1,1,1,5,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2,18.0,3,10,-0.9,-0.8,-0.8,-0.3,-0.9,-1.0,5
366,"realistic",,,1,1,29,24,24,30,24,24,24,27,24,29,29,29,27,2,1,1,6,1,1,1,5,1,2,2,2,5,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2,4,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,24.0,3,7,-1.0,-0.28,-1.0,-0.4,-1.0,-1.0,5
367,"realistic",,,4,1,24,24,25,27,24,24,29,26,24,29,24,29,26,1,1,3,5,1,1,2,4,1,2,1,2,4,2,1,3,2,3,2,3,2,2,1,3,2,1,1,2,1,2,5,2,1,2,1,1,1,2,2,2,2,1,4,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,46.0,5,2,-1.0,-0.64,-0.8,-0.33,-0.77,-1.0,5
368,"realistic",,,1,1,24,24,24,28,24,24,24,28,24,24,24,24,28,1,1,1,7,1,1,1,7,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,2,58.0,5,1,-0.57,-1.0,-0.99,-1.0,-1.0,-1.0,5
369,"symbolic",1,1,1,1,29,24,28,24,24,25,28,24,24,29,28,28,24,2,1,7,1,1,3,7,1,1,2,7,7,1,7,2,7,7,6,6,7,7,7,3,7,5,3,5,5,1,5,5,7,5,5,3,2,3,5,7,3,7,3,7,2,238.0,45.0,,,,,,,,,1,1,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,1,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,,,,,2,38.0,3,4,1.0,0.35,0.26,0.63,0.89,0.93,5
370,"symbolic",1,1,1,5,29,29,29,30,29,29,29,26,24,29,29,29,27,2,2,2,6,2,2,2,4,1,2,2,2,5,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,2,2,5,2,2,2,2,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,1,1,1,,1,1,1,1,1,,,1,,,,,,,,,,,,,,,,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2,48.0,4,1,0.43,0.51,0.54,0.52,0.58,0.51,5
371,"control",,,5,5,26,26,27,25,26,26,27,25,24,26,26,26,29,4,4,5,3,4,4,5,3,1,4,4,4,2,3,4,6,6,4,3,4,5,4,4,4,3,3,3,4,1,4,2,4,4,2,3,4,4,3,4,4,4,4,5,4,234.0,54.0,114.0,172.0,76.0,212.0,197.0,93.0,109.0,174.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,2,33.0,4,1,0.83,1.0,1.0,1.0,1.0,1.0,5
372,"symbolic",1,1,2,2,24,29,26,29,24,29,26,24,24,26,29,25,29,1,2,4,2,1,2,4,1,1,4,2,3,2,3,1,3,1,1,4,3,3,5,5,5,3,5,2,4,1,5,1,2,4,2,3,4,4,4,6,4,2,5,5,2,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,1,1,1,,,,1,1,1,1,,,,1,1,1,1,,,,,,,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,,,,,2,50.0,5,1,-0.9,-0.6,-0.9,-0.35,-0.8,-0.7,5
373,"symbolic",1,1,1,4,29,29,29,29,29,29,29,29,24,29,29,29,29,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,40.0,5,1,-1.0,-0.77,-0.6,-0.86,-0.72,-0.8,5
374,"symbolic",1,1,2,4,24,24,29,29,24,29,27,29,24,24,25,25,26,1,1,2,2,1,2,5,2,1,1,3,3,4,3,4,5,3,4,5,5,3,6,2,3,5,2,3,4,1,3,1,3,2,3,5,3,3,6,5,3,3,3,5,2,141.0,189.0,90.0,,,,,,,,1,1,1,0,0,0,0,0,0,0,1,1,1,,1,,,1,,,,,1,,1,,,,1,,1,1,,1,1,,,,1,,,,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,,,,,1,37.0,3,1,-0.65,0.07,0.14,0.01,0.42,-0.24,5
375,"control",,,1,1,24,24,24,27,24,24,24,26,24,24,24,24,26,1,1,1,5,1,1,1,4,1,1,1,1,4,1,1,2,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,4,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,,,1,,,,,1,,1,,,1,1,,1,,1,,,,,,,,1,1,1,,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,,,1,1,2,59.0,5,7,1.0,0.0,0.0,0.0,0.0,0.0,5
376,"symbolic",1,1,1,1,29,29,25,27,24,29,26,25,24,29,29,29,30,2,2,3,5,1,2,4,3,1,2,2,2,6,1,1,1,3,1,4,4,5,3,1,1,2,2,2,2,1,3,1,3,2,1,3,4,1,4,6,1,1,4,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,1,1,1,1,1,1,1,,,,1,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2,27.0,1,4,1.0,0.0,0.17,-0.22,0.22,-0.12,5
377,"control",,,1,1,24,24,24,30,24,24,24,30,24,24,24,24,30,1,1,1,6,1,1,1,6,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,29.0,4,1,0.56,-0.03,-0.04,-0.04,-0.05,0.05,5
378,"symbolic",1,1,2,5,25,26,26,25,29,27,27,29,24,26,27,26,26,3,4,4,3,2,5,5,2,1,4,5,4,4,5,4,7,5,5,6,7,5,5,4,5,4,5,4,6,1,6,4,5,5,5,5,6,4,5,6,5,5,5,5,6,131.0,141.0,152.0,160.0,151.0,122.0,134.0,162.0,141.0,148.0,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,,,,1,,1,,,1,,,,1,1,1,1,,,,1,,,,1,1,,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,,,,,1,57.0,3,7,-1.0,-0.12,-0.08,-0.5,-0.16,0.0,5
379,"control",,,2,2,24,24,24,30,24,24,24,27,24,29,24,24,30,1,1,1,6,1,1,1,5,1,2,1,1,6,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,3,2,3,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,,,,,,1,1,1,1,1,,,,,,1,,,,,,,,,,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,1,1,1,29.0,4,1,-1.0,-0.39,-0.36,-0.41,-0.42,-0.51,5
380,"control",,,5,6,29,29,27,29,29,25,26,26,24,29,25,29,25,2,2,5,2,2,3,4,4,1,2,3,2,3,1,1,3,5,5,4,6,4,3,5,3,4,6,1,6,1,2,2,4,6,2,3,6,2,4,5,2,2,4,3,3,205.0,104.0,108.0,162.0,,,,,,,1,1,1,1,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,,,1,1,2,33.0,4,1,0.92,1.0,1.0,1.0,1.0,1.0,5
381,"realistic",,,3,2,24,24,24,26,24,24,24,26,24,24,24,24,26,1,1,1,4,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,,1,1,,1,1,1,1,,,1,,,1,,,,,,,,,,1,,,0,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,,2,30.0,3,4,-0.71,-0.06,-0.54,-0.35,0.15,-0.8,5
382,"control",,,2,2,24,24,24,26,24,24,24,26,24,24,24,24,26,1,1,1,4,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,1,,1,,,1,1,,1,1,,1,1,,,,1,,1,,,1,,,,,,,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,,,1,1,1,26.0,4,2,-1.0,0.0,0.0,-0.26,0.0,0.0,5
383,"realistic",,,7,7,26,26,30,24,26,30,28,24,24,27,28,28,29,4,4,6,1,4,6,7,1,1,5,7,7,2,7,7,7,4,7,6,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,4,4,6,6,7,7,7,7,7,4,174.0,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,2,59.0,4,2,-1.0,0.0,0.0,0.0,0.0,0.0,5
384,"symbolic",1,1,2,6,29,24,26,25,24,25,26,25,24,24,27,27,25,2,1,4,3,1,3,4,3,1,1,5,5,3,5,6,6,7,6,2,6,5,5,2,5,2,1,3,1,1,3,1,2,1,2,2,5,3,2,5,5,3,2,3,1,29.0,85.0,73.0,51.0,24.0,29.0,30.0,20.0,16.0,,1,1,1,1,1,1,1,1,1,0,1,1,,,,,1,,,,,,1,1,1,1,,1,1,1,1,1,1,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,2,22.0,3,1,0.64,0.34,0.4,0.77,-0.13,0.24,5
385,"control",,,4,4,24,29,29,26,29,29,29,26,24,24,29,24,30,1,2,2,4,2,2,2,4,1,1,2,1,6,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,,1,1,,1,1,,1,1,,1,,,1,,,,1,,,,,,,,,1,,,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,,1,1,1,40.0,3,4,-1.0,0.0,-0.5,0.0,0.0,0.0,5
386,"realistic",,,2,1,24,24,24,30,24,24,24,28,24,24,24,24,30,1,1,1,6,1,1,1,7,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,31.0,3,2,-1.0,-1.0,-1.0,-0.9,-1.0,-1.0,5
387,"realistic",,,3,1,24,24,24,27,24,24,24,27,24,24,24,24,27,1,1,1,5,1,1,1,5,1,1,1,1,5,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,256.0,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,,,,,,,,,1,,1,1,,,1,1,1,,,,,,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,,,2,31.0,4,1,-0.86,-0.7,-0.8,-0.6,-0.8,-0.8,5
