"id","condition","rcheck.symbolic1","rcheck.symbolic2","mcheck1","mcheck2","Q23_1","Q23_2","Q23_3","Q23_4","Q23_5","Q23_6","Q23_7","Q23_8","Q23_9","Q23_10","Q23_11","Q23_12","Q23_13","phs.anger1","phs.contempt1","phs.disgust1","phs.anger4","phs.anger2","phs.contempt2","phs.disgust2","phs.contempt4","phs.attcheck","phs.anger3","phs.contempt3","phs.disgust3","phs.disgust4","ths.int1","ths.pss1","ths.com1","ths.int2","ths.pss2","ths.com2","ths.int3","ths.pss3","ths.com3","ths.int4","ths.pss4","ths.com4","ths.int5","ths.pss5","ths.com5","ths.attcheck","ths.int6","ths.pss6","ths.com6","ths.int7","ths.pss7","ths.com7","ths.int8","ths.pss8","ths.com8","ths.int9","ths.pss9","ths.com9","ths.int10","ths.com10","hate_item","voodoo1","voodoo2","voodoo3","voodoo4","voodoo5","voodoo6","voodoo7","voodoo8","voodoo9","voodoo10","voodoo1 - 0&1","voodoo2 - 0&1","voodoo3 - 0&1","voodoo4 - 0&1","voodoo5 - 0&1","voodoo6 - 0&1","voodoo7 - 0&1","voodoo8 - 0&1","voodoo9 - 0&1","voodoo10 - 0&1","tangram.check","tangram.videocheck","tangram.easy.1","tangram.easy.2","tangram.easy.3","tangram.easy.4","tangram.easy.5","tangram.easy.6","tangram.easy.7","tangram.easy.8","tangram.easy.9","tangram.easy.10","tanrgam.medium.1","tanrgam.medium.2","tanrgam.medium.3","tanrgam.medium.4","tanrgam.medium.5","tanrgam.medium.6","tanrgam.medium.7","tanrgam.medium.8","tanrgam.medium.9","tanrgam.medium.10","tanrgam.hard.1","tanrgam.hard.2","tanrgam.hard.3","tanrgam.hard.4","tanrgam.hard.5","tanrgam.hard.6","tanrgam.hard.7","tanrgam.hard.8","tanrgam.hard.9","tanrgam.hard.10","tangram.easy.1 - 0&1","tangram.easy.2 - 0&1","tangram.easy.3 - 0&1","tangram.easy.4 - 0&1","tangram.easy.5 - 0&1","tangram.easy.6 - 0&1","tangram.easy.7 - 0&1","tangram.easy.8 - 0&1","tangram.easy.9 - 0&1","tangram.easy.10 - 0&1","tanrgam.medium.1 - 0&1","tanrgam.medium.2 - 0&1","tanrgam.medium.3 - 0&1","tanrgam.medium.4 - 0&1","tanrgam.medium.5 - 0&1","tanrgam.medium.6 - 0&1","tanrgam.medium.7 - 0&1","tanrgam.medium.8 - 0&1","tanrgam.medium.9 - 0&1","tanrgam.medium.10 - 0&1","tanrgam.hard.1 - 0&1","tanrgam.hard.2 - 0&1","tanrgam.hard.3 - 0&1","tanrgam.hard.4 - 0&1","tanrgam.hard.5 - 0&1","tanrgam.hard.6 - 0&1","tanrgam.hard.7 - 0&1","tanrgam.hard.8 - 0&1","tanrgam.hard.9 - 0&1","tanrgam.hard.10 - 0&1","rcheck.realistic1","rcheck.realistic2","rcheck.control1","rcheck.control2","sex","age","education","ocupation","religiosity","political.orientation","political.orientation.prog","political.orientation.econ","political.orientation.soc","political.orientation.safe","truthfulness"
189,"control",,,1,1,24,24,24,26,24,24,24,26,24,24,24,24,26,1,1,1,4,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,2,1,1,3,1,1,2,1,1,1,1,1,4,3,1,1,2,1,1,2,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,60.0,4,1,-1.0,0.2,-0.25,0.65,-0.2,-0.31,5
190,"symbolic",1,1,3,4,24,24,29,26,24,24,29,26,24,24,24,24,27,1,1,2,4,1,1,2,4,1,1,1,1,5,4,3,3,1,3,2,4,3,4,1,5,1,2,1,2,1,2,5,4,1,5,2,1,1,1,6,2,5,4,6,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,1,1,1,1,,,1,1,1,,,,1,,1,1,,1,,,,,,,,,,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,,,,,2,35.0,3,4,0.55,0.26,0.11,0.41,0.31,0.0,5
191,"control",,,1,1,29,29,29,29,29,29,29,26,24,29,29,29,26,2,2,2,2,2,2,2,4,1,2,2,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,1,1,1,1,1,,,,1,,,,1,,,,,,,,,,,,,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,46.0,3,4,0.95,-0.06,-0.17,-0.01,-0.11,0.0,5
192,"symbolic",1,1,1,5,25,25,26,26,29,29,27,26,24,26,25,26,27,3,3,4,4,2,2,5,4,1,4,3,4,5,4,1,4,1,3,3,4,5,5,1,5,3,1,2,4,1,5,1,4,1,2,2,1,3,2,4,2,3,4,5,3,119.0,123.0,156.0,132.0,147.0,138.0,147.0,164.0,162.0,132.0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,,,,,,1,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,,,,,2,21.0,3,10,-1.0,-0.51,-0.64,-0.57,-0.6,-1.0,5
193,"realistic",,,7,1,29,27,30,29,24,30,26,29,24,27,30,28,29,2,5,6,2,1,6,4,2,1,5,6,7,2,6,7,7,7,6,7,7,7,7,4,5,4,3,4,5,1,4,2,7,5,6,7,2,5,6,4,6,7,7,7,6,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,1,1,,1,,,,,,,1,1,1,,1,,,,1,,,1,1,,1,,,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,,,1,28.0,4,4,0.75,0.0,0.5,0.75,1.0,1.0,5
194,"realistic",,,1,1,24,24,24,30,24,24,24,26,24,24,24,24,27,1,1,1,6,1,1,1,4,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,,,2,31.0,3,11,-1.0,-0.54,-0.77,-0.78,-0.92,-0.79,5
195,"control",,,1,1,24,24,24,30,24,24,24,30,24,24,24,24,30,1,1,1,6,1,1,1,6,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2,4,1,1,1,1,1,,1,,,,,1,,1,,,,1,,,,,,,,,1,,1,,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,,,1,1,2,34.0,5,1,0.64,-0.26,-0.3,-0.36,-0.2,-0.71,5
196,"realistic",,,5,2,24,24,24,27,24,24,24,27,24,24,24,24,30,1,1,1,5,1,1,1,5,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,,,1,41.0,4,1,-0.91,-0.3,-0.3,-0.75,-0.75,-0.5,5
197,"control",,,1,1,26,24,24,27,24,24,24,26,24,24,24,24,26,4,1,1,5,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,2,26.0,4,1,-1.0,-0.69,-0.65,-0.75,-0.7,-1.0,5
198,"realistic",,,1,1,24,24,24,30,24,24,24,30,24,24,24,24,28,1,1,1,6,1,1,1,6,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,1,1,1,1,1,1,,1,,,,,,,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,2,59.0,5,1,-0.7,-1.0,-1.0,-0.52,-1.0,-1.0,5
199,"symbolic",1,1,3,1,24,24,29,28,24,24,24,30,24,24,24,24,27,1,1,2,7,1,1,1,6,1,1,1,1,5,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,2,1,1,1,1,1,2,1,3,1,145.0,57.0,218.0,,,,,,,,1,1,1,0,0,0,0,0,0,0,1,1,,,1,,,1,1,1,,,,,,1,,1,,1,,1,1,,,,,,,1,1,,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,,,,,2,23.0,4,2,0.77,-0.01,-0.02,-0.01,0.0,-0.03,5
200,"symbolic",1,1,2,2,24,24,25,25,24,24,29,26,24,24,24,29,29,1,1,3,3,1,1,2,4,1,1,1,2,2,1,1,1,3,2,2,5,2,2,2,5,2,2,2,2,1,3,1,6,5,2,1,3,1,1,6,2,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,,,1,,1,,,,,,1,1,,,,,,,,,,,,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,2,74.0,5,2,0.43,-0.74,-0.84,-0.62,-0.74,0.94,5
201,"symbolic",1,1,2,2,25,29,26,26,29,25,26,25,24,25,26,27,25,3,2,4,4,2,3,4,3,1,3,4,5,3,4,2,5,3,3,4,4,3,4,4,3,3,4,2,4,1,5,2,5,4,4,2,4,4,2,6,3,3,4,5,2,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,30.0,4,1,0.7,0.16,0.1,0.05,0.15,0.1,5
202,"symbolic",1,1,1,1,24,24,24,30,24,24,24,26,24,24,24,24,27,1,1,1,6,1,1,1,4,1,1,1,1,5,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,4,1,1,1,1,1,1,4,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,,,1,,,1,1,1,,1,,,,1,,1,1,,,,,,,,,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,,,,,2,56.0,3,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5
203,"control",,,4,4,26,26,26,26,26,26,26,26,24,26,26,26,27,4,4,4,4,4,4,4,4,1,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,,,,,,,,,,1,1,1,1,,,,,,,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,,,1,1,2,43.0,4,7,-0.63,0.0,0.0,0.0,0.0,0.0,5
204,"symbolic",1,1,5,5,27,30,30,27,27,26,27,29,24,30,27,27,25,5,6,6,5,5,4,5,2,1,6,5,5,3,4,5,3,5,6,4,5,3,3,3,6,5,4,3,5,1,5,5,3,5,6,5,6,5,4,5,6,4,5,5,3,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,1,,1,,,,,,1,,,1,,1,1,,1,1,,1,,,,,,1,,,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,,,,,1,36.0,5,1,0.23,-0.64,-0.76,-0.7,-0.66,-0.66,5
205,"control",,,5,6,27,30,27,27,30,27,27,29,24,27,27,27,29,5,6,5,5,6,5,5,2,1,5,5,5,2,5,4,5,5,6,5,5,4,3,5,6,3,5,5,5,1,5,4,5,4,5,5,4,3,5,4,5,4,6,3,4,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,1,,,1,1,,,1,1,,,1,1,,,,1,1,,1,,,,,,1,,,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,,,1,1,1,37.0,5,1,0.33,-0.74,-0.7,-0.69,-0.69,-0.51,5
206,"symbolic",1,1,2,3,24,26,30,25,24,26,27,29,24,24,25,27,29,1,4,6,3,1,4,5,2,1,1,3,5,2,5,1,4,5,2,1,3,2,4,2,3,2,3,1,1,1,5,1,5,3,2,1,4,2,1,5,2,2,5,5,4,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,1,1,1,1,,,1,,1,1,1,1,,,1,1,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,,,,,2,30.0,4,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5
207,"realistic",,,4,2,24,29,27,29,24,24,29,26,24,24,25,29,26,1,2,5,2,1,1,2,4,1,1,3,2,4,2,1,2,2,2,2,2,3,2,5,2,2,5,1,1,1,2,2,4,5,1,1,4,1,2,4,1,2,2,4,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,39.0,4,1,-1.0,0.31,0.27,1.0,0.7,0.21,5
208,"symbolic",1,1,2,3,25,29,27,26,24,29,29,27,24,29,29,29,26,3,2,5,4,1,2,2,5,1,2,2,2,4,2,2,2,2,3,2,4,2,3,2,4,2,2,2,2,1,3,2,4,4,4,2,3,2,2,4,2,1,2,2,2,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,,,1,,,1,1,1,,,1,1,,1,,1,,,1,,,,,,,1,,,,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,,,,,2,42.0,3,2,0.59,0.52,0.64,0.6,0.65,-0.13,5
209,"symbolic",1,1,1,1,24,24,29,27,24,24,24,26,24,24,24,24,26,1,1,2,5,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,4,1,1,4,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2,48.0,5,1,-0.53,-0.66,-0.99,-1.0,-1.0,-1.0,5
210,"realistic",,,4,3,29,29,29,26,24,24,29,26,24,24,25,29,26,2,2,2,4,1,1,2,4,1,1,3,2,4,2,1,2,4,2,2,2,2,3,4,2,2,4,4,2,1,2,4,2,4,2,1,2,2,2,2,2,2,2,2,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,,,2,54.0,5,1,-1.0,0.0,-0.14,0.12,-0.38,-0.34,5
211,"realistic",,,7,7,26,25,27,25,24,26,26,25,24,24,28,25,24,4,3,5,3,1,4,4,3,1,1,7,3,1,3,1,4,2,7,3,5,7,4,7,5,2,7,3,2,1,5,6,5,7,6,2,2,2,4,6,3,4,5,5,4,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,45.0,3,1,-1.0,0.0,0.0,0.0,0.0,1.0,5
212,"symbolic",1,1,1,1,24,25,26,26,29,24,24,26,24,29,26,25,26,1,3,4,4,2,1,1,4,1,2,4,3,4,4,2,4,4,3,3,4,3,4,3,5,4,3,1,2,1,4,5,3,4,5,3,4,2,3,3,4,4,3,2,2,222.0,232.0,242.0,248.0,255.0,33.0,42.0,50.0,59.0,66.0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,,,,1,,1,1,,1,,1,,,,1,,,1,1,,,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,,,,,2,18.0,4,11,-1.0,-0.87,-1.0,-1.0,-0.6,-0.17,5
213,"symbolic",1,1,2,3,24,24,24,27,24,24,24,26,24,24,24,24,27,1,1,1,5,1,1,1,4,1,1,1,1,5,2,1,1,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,2,2,2,2,3,1,2,3,1,2,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,,,1,1,,,1,,,,1,,1,1,,,1,1,,,,,,1,,,,1,,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,,,,,2,22.0,4,1,1.0,-0.28,0.15,-0.28,-0.84,-1.0,5
214,"realistic",,,2,1,24,24,24,27,24,24,24,27,24,24,24,24,30,1,1,1,5,1,1,1,5,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,229.0,56.0,,,,,,,,,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,,2,18.0,3,10,-0.46,-0.86,-0.95,-0.82,-0.42,-0.5,5
215,"control",,,2,2,29,29,29,29,29,29,29,29,24,29,25,25,26,2,2,2,2,2,2,2,2,1,2,3,3,4,5,3,3,3,3,5,3,3,3,3,3,3,3,3,3,1,2,3,2,2,5,5,3,2,3,3,3,2,3,3,3,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,,,,,1,1,,,1,,,,1,,1,1,,,,,,,1,,1,,,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,,,1,1,2,21.0,3,10,-0.23,0.64,0.27,0.47,0.19,0.31,5
216,"realistic",,,2,1,24,24,24,30,24,24,24,30,24,24,24,24,26,1,1,1,6,1,1,1,6,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,,,1,,,1,,1,1,1,,1,1,,,,1,,,1,,,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,,,2,24.0,4,11,-1.0,-0.53,-0.62,0.44,-0.47,-0.92,5
217,"control",,,1,1,24,24,24,30,24,24,24,27,24,24,24,24,30,1,1,1,6,1,1,1,5,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,155.0,143.0,127.0,,,,,,,,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,26.0,3,1,-1.0,0.0,-0.31,-0.29,0.0,-0.01,5
218,"realistic",,,7,4,24,24,26,26,24,24,26,26,24,24,29,24,26,1,1,4,4,1,1,4,4,1,1,2,1,4,1,2,1,1,4,1,4,4,4,1,1,1,1,1,1,1,1,4,4,1,4,1,4,1,4,1,2,2,1,6,4,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,1,1,1,1,1,1,,,,,,,1,1,1,1,,,,,,,,,1,,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,,,2,35.0,3,7,-1.0,-0.51,0.0,-1.0,-0.77,-0.96,5
219,"symbolic",1,1,7,7,26,26,27,26,26,26,26,26,24,26,27,27,27,4,4,5,4,4,4,4,4,1,4,5,5,5,4,4,4,4,3,4,5,5,5,4,4,4,4,4,4,1,4,4,4,5,5,5,5,4,4,5,4,4,4,5,4,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,24.0,3,10,0.0,0.0,0.0,0.0,0.0,0.0,5
220,"realistic",,,5,5,29,29,29,26,24,29,29,26,24,29,26,29,26,2,2,2,4,1,2,2,4,1,2,4,2,4,3,2,2,4,3,2,3,3,3,3,2,2,4,2,3,1,3,5,3,4,3,2,2,2,2,3,2,4,3,3,3,186.0,164.0,133.0,154.0,170.0,124.0,,,,,1,1,1,1,1,1,0,0,0,0,1,1,1,1,,,1,1,,,,,,1,,,1,,1,,1,,1,,1,1,,,,,,,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,,,1,31.0,5,1,-0.26,0.48,0.47,0.65,0.43,0.51,5
221,"control",,,1,1,24,24,24,28,24,24,24,28,24,24,24,24,28,1,1,1,7,1,1,1,7,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,1,1,1,28.0,3,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5
222,"realistic",,,1,1,24,24,24,30,24,24,24,30,24,24,24,24,27,1,1,1,6,1,1,1,6,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,,1,1,,1,,1,,,1,1,,,,,,,,,,,,,,,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,2,20.0,3,10,-0.75,-0.85,-1.0,-1.0,-1.0,-1.0,5
223,"realistic",,,2,2,29,29,25,27,24,29,29,26,24,24,26,25,26,2,2,3,5,1,2,2,4,1,1,4,3,4,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,,1,,1,,,,,,1,,1,,1,1,,1,,,1,,1,,1,,,,,,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,,,1,60.0,4,7,-1.0,0.0,0.0,0.0,0.08,0.0,5
224,"control",,,1,1,24,24,24,27,24,24,24,26,24,24,29,24,26,1,1,1,5,1,1,1,4,1,1,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,2,41.0,4,2,-1.0,-1.0,-1.0,0.0,-1.0,-0.83,5
225,"control",,,1,1,24,24,24,27,24,24,24,26,24,24,24,24,27,1,1,1,5,1,1,1,4,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,2,40.0,4,1,-1.0,-0.66,-0.66,0.51,-0.5,-0.25,5
226,"realistic",,,7,1,29,24,25,26,29,29,26,26,24,29,29,29,26,2,1,3,4,2,2,4,4,1,2,2,2,4,2,2,2,4,2,2,2,3,3,2,1,1,3,2,2,1,2,1,4,4,2,1,3,2,2,2,2,2,1,3,2,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,,,,,,,,1,1,1,1,1,,,,,,1,1,1,,,,,,,,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,,,1,35.0,3,1,0.0,0.0,0.0,-1.0,1.0,0.0,5
227,"realistic",,,2,2,24,24,24,27,24,24,24,26,24,24,24,24,26,1,1,1,5,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,,,2,28.0,4,1,-1.0,-0.73,-0.75,-0.69,-0.73,-0.79,5
228,"control",,,2,1,24,24,24,30,24,24,24,30,24,24,24,24,30,1,1,1,6,1,1,1,6,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,4,1,1,,,1,1,1,,1,,,1,,,,,1,1,,,,,,1,,,,,,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,,,1,1,2,28.0,3,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5
